Compound,Life_extended,CAS Number,SMILES,Canonical_SMILES
,0,,CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O,CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
,0,,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
,0,,CCCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,CCCN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3
,0,,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1
,0,,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1
,0,,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O
,0,,CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(C)(C=O)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
,0,,CC(C)(CO)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CC(C)(CO)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
,0,,CC(C)c1cccc(C(C)C)c1O,CC(C)c1cccc(C(C)C)c1O
,0,,N#CC(=Cc1cc(O)c(O)c(O)c1)C(N)=C(C#N)C#N,N#CC(=Cc1cc(O)c(O)c(O)c1)C(N)=C(C#N)C#N
,0,,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1,N#CC(C#N)=Cc1cc(O)c(O)c(O)c1
,0,,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
,0,,O=c1[nH]ccc2c(O)cccc12,O=c1[nH]ccc2c(O)cccc12
,0,,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1
,0,,CC[N+](C)(C)c1cccc(O)c1,CC[N+](C)(C)c1cccc(O)c1
,0,,NC(C(=O)O)c1cc(O)cc(O)c1,NC(C(=O)O)c1cc(O)cc(O)c1
,0,,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,CC(C)(C)NCC(O)c1cc(O)cc(O)c1
,0,,CC(C)NCC(O)c1cc(O)cc(O)c1,CC(C)NCC(O)c1cc(O)cc(O)c1
,0,,CCCN1CCCC(c2cccc(O)c2)C1,CCCN1CCCC(c2cccc(O)c2)C1
,0,,CNCC(O)c1cccc(O)c1,CNCC(O)c1cccc(O)c1
,0,,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1
,0,,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1
,0,,NCC(O)c1ccc(O)c(O)c1,NCC(O)c1ccc(O)c(O)c1
,0,,CC(N)C(O)c1ccc(O)c(O)c1,CC(N)C(O)c1ccc(O)c(O)c1
,0,,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1
,0,,CC(NC(=O)C(C#N)=Cc1ccc(O)c(O)c1)c1ccccc1,CC(NC(=O)C(C#N)=Cc1ccc(O)c(O)c1)c1ccccc1
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,N#CC(=Cc1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)Nc1ccccc1,N#CC(=Cc1ccc(O)c(O)c1)C(=O)Nc1ccccc1
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCc1ccccc1
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCNC(=O)C(C#N)=Cc1ccc(O)c(O)c1,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCCCNC(=O)C(C#N)=Cc1ccc(O)c(O)c1
,0,,N#CC(=Cc1c[nH]c2ccccc12)C(=O)c1ccc(O)c(O)c1,N#CC(=Cc1c[nH]c2ccccc12)C(=O)c1ccc(O)c(O)c1
,0,,N#CC(=Cc1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,N#CC(=Cc1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1
,0,,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
,0,,NC(Cc1ccc(O)c(O)c1)C(=O)O,NC(Cc1ccc(O)c(O)c1)C(=O)O
,0,,COC(=O)C(N)Cc1ccc(O)c(O)c1,COC(=O)C(N)Cc1ccc(O)c(O)c1
,0,,N#CC(C#N)=Cc1ccc(O)c(O)c1,N#CC(C#N)=Cc1ccc(O)c(O)c1
,0,,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O
,0,,O=C(O)Cc1ccc(O)c(O)c1,O=C(O)Cc1ccc(O)c(O)c1
,0,,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
,0,,CNCCc1ccc(O)c(O)c1,CNCCc1ccc(O)c(O)c1
,0,,CC(=O)NCCc1ccc(O)c(O)c1,CC(=O)NCCc1ccc(O)c(O)c1
,0,,CCCCCCCCC=CCCCCCCCC(=O)NCCc1ccc(O)c(O)c1,CCCCCCCCC=CCCCCCCCC(=O)NCCc1ccc(O)c(O)c1
,0,,NC(Cc1cc(O)c(O)cc1O)C(=O)O,NC(Cc1cc(O)c(O)cc1O)C(=O)O
,0,,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O
,0,,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O
,0,,Cc1[nH]c2ccc(O)cc2c1CCN,Cc1[nH]c2ccc(O)cc2c1CCN
,0,,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O
,0,,CC(N)Cc1c[nH]c2ccc(O)cc12,CC(N)Cc1c[nH]c2ccc(O)cc12
,0,,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,CN1CCC(c2c[nH]c3ccc(O)cc23)CC1
,0,,O=C(O)Cc1c[nH]c2ccc(O)cc12,O=C(O)Cc1c[nH]c2ccc(O)cc12
,0,,CC(=O)NCCc1c[nH]c2ccc(O)cc12,CC(=O)NCCc1c[nH]c2ccc(O)cc12
,0,,CNCCc1c[nH]c2ccc(O)cc12,CNCCc1c[nH]c2ccc(O)cc12
,0,,C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,C=CCN1CCC2(C)c3cc(O)ccc3CC1C2C
,0,,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1
,0,,C=CCN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1,C=CCN1CCc2cc(O)c(O)cc2C(c2ccccc2)C1
,0,,CN1CCC2(C)c3cc(O)ccc3N(C)C12,CN1CCC2(C)c3cc(O)ccc3N(C)C12
,0,,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,CN1CCC23CCCCC2C1Cc1ccc(O)cc13
,0,,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13
,0,,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
,0,,CC(CN1CCC(Cc2ccccc2)CC1)C(O)c1ccc(O)cc1,CC(CN1CCC(Cc2ccccc2)CC1)C(O)c1ccc(O)cc1
,0,,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1
,0,,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1
,0,,CNCC(O)c1ccc(O)cc1,CNCC(O)c1ccc(O)cc1
,0,,N#CC(=Cc1ccc(O)cc1)C(N)=C(C#N)C#N,N#CC(=Cc1ccc(O)cc1)C(N)=C(C#N)C#N
,0,,NNC(=O)c1ccc(O)cc1,NNC(=O)c1ccc(O)cc1
,0,,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1,CCCc1c(-c2ccc(O)cc2)nn(-c2ccc(O)cc2)c1-c1ccc(O)cc1
,0,,CC(N)(Cc1ccc(O)cc1)C(=O)O,CC(N)(Cc1ccc(O)cc1)C(=O)O
,0,,COC(=O)C(C)(N)Cc1ccc(O)cc1,COC(=O)C(C)(N)Cc1ccc(O)cc1
,0,,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1
,0,,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
,0,,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O,O=C(O)C1=CC(=C(c2ccc(O)c(C(=O)O)c2)c2ccc(O)c(C(=O)O)c2)C=CC1=O
,0,,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
,0,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Nc1ccc(O)cc1
,0,,Oc1ccc(O)cc1,Oc1ccc(O)cc1
,0,,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O
,0,,Oc1ccccc1O,Oc1ccccc1O
,0,,C[N+](C)(C)CCO,C[N+](C)(C)CCO
,0,,CCCCCC=CCC(O)C=Cc1cccc(CC(O)CCCCO)n1,CCCCCC=CCC(O)C=Cc1cccc(CC(O)CCCCO)n1
,0,,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
,0,,CCCCCCCCC=CCCCCCCCC(=O)NCCO,CCCCCCCCC=CCCCCCCCC(=O)NCCO
,0,,CCCCCCCCCCCCCCCC(=O)NCCO,CCCCCCCCCCCCCCCC(=O)NCCO
,0,,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21
,0,,N=c1nc(N2CCCCC2)cc(N)n1O,N=c1nc(N2CCCCC2)cc(N)n1O
,0,,CP(=O)(O)C1=CCNCC1,CP(=O)(O)C1=CCNCC1
,0,,CP(=O)(O)CCCN,CP(=O)(O)CCCN
,0,,CC1OC1P(=O)(O)O,CC1OC1P(=O)(O)O
,0,,NC(CP(=O)(O)O)C(=O)O,NC(CP(=O)(O)O)C(=O)O
,0,,O=C(O)CP(=O)(O)O,O=C(O)CP(=O)(O)O
,0,,NC(CCP(=O)(O)O)C(=O)O,NC(CCP(=O)(O)O)C(=O)O
,0,,NC(Cc1cccc(-c2ccccc2CP(=O)(O)O)c1)C(=O)O,NC(Cc1cccc(-c2ccccc2CP(=O)(O)O)c1)C(=O)O
,0,,CC(C)(CCP(=O)(O)O)C(=O)O,CC(C)(CCP(=O)(O)O)C(=O)O
,0,,NC(CCCP(=O)(O)O)C(=O)O,NC(CCCP(=O)(O)O)C(=O)O
,0,,NC(CCCCCP(=O)(O)O)C(=O)O,NC(CCCCCP(=O)(O)O)C(=O)O
,0,,NCCCP(=O)(O)O,NCCCP(=O)(O)O
,0,,O=C(O)C1CN(CCCP(=O)(O)O)CCN1,O=C(O)C1CN(CCCP(=O)(O)O)CCN1
,0,,CC(C)(C)c1onc(OCP(=O)(O)O)c1CC(N)C(=O)O,CC(C)(C)c1onc(OCP(=O)(O)O)c1CC(N)C(=O)O
,0,,CNc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(COP(=O)(O)O)O1,CNc1ncnc2c1ncn2C1CC(OP(=O)(O)O)C(COP(=O)(O)O)O1
,0,,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,CC(C)CC(NP(=O)(O)OC1OC(C)C(O)C(O)C1O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O
,0,,NC(COP(=O)(O)O)C(=O)O,NC(COP(=O)(O)O)C(=O)O
,0,,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1,NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)C=CC1
,0,,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O,C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O
,0,,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1
,0,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)OP(=O)(O)O)C(O)C1O
,0,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O
,0,,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC
,0,,CCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,CCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC
,0,,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC,CCCCCCCCCCCCCCCCCC(=O)NCC(COP(=O)([O-])OCC[N+](C)(C)C)OCC
,0,,Cc1nc(N=Nc2ccc(C(=O)O)cc2)c(COP(=O)(O)O)c(C=O)c1O,Cc1nc(N=Nc2ccc(C(=O)O)cc2)c(COP(=O)(O)O)c(C=O)c1O
,0,,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C,CC(C)NP(=O)(NC(C)C)OP(=O)(NC(C)C)NC(C)C
,0,,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O,Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O
,0,,N#CC(=C(N)Sc1ccccc1N)C(C#N)=C(N)Sc1ccccc1N,N#CC(=C(N)Sc1ccccc1N)C(C#N)=C(N)Sc1ccccc1N
,0,,CSC(N)=NCCCC(N)C(=O)O,CSC(N)=NCCCC(N)C(=O)O
,0,,CC(C)(C)c1ccc(S(=O)(=O)C=CC#N)cc1,CC(C)(C)c1ccc(S(=O)(=O)C=CC#N)cc1
,0,,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC
,0,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)(=O)=O)cc1
,0,,Cc1ccccc1N1CCN(S(=O)(=O)CC23CCC(CC2NC(=O)C(N)CCS(C)(=O)=O)C3(C)C)CC1,Cc1ccccc1N1CCN(S(=O)(=O)CC23CCC(CC2NC(=O)C(N)CCS(C)(=O)=O)C3(C)C)CC1
,0,,CN(C)S(=O)(=O)c1ccc2c(c1)C(=Cc1cc3c([nH]1)CCCC3)C(=O)N2,CN(C)S(=O)(=O)c1ccc2c(c1)C(=Cc1cc3c([nH]1)CCCC3)C(=O)N2
,0,,NS(=O)(=O)C#Cc1ccccc1,NS(=O)(=O)C#Cc1ccccc1
,0,,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12,NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1[nH]c(=O)c(=O)[nH]c12
,0,,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
,0,,CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21,CN1CC(NS(=O)(=O)N(C)C)CC2c3cccc4c3c(cn4C)CC21
,0,,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1,CC1CN(S(=O)(=O)c2cccc3cnccc23)CCN1
,0,,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc(O)c2)CC1
,0,,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12
,0,,O=S(=O)(c1cccc2cnccc12)N1CCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCNCC1
,0,,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
,0,,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
,0,,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
,0,,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
,0,,CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1,CCS(=O)(=O)Nc1cccc(C(=C2CCCCC2)c2cnc[nH]2)c1
,0,,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12
,0,,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
,0,,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
,0,,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
,0,,CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1,CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1
,0,,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21
,0,,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1
,0,,CNCCNS(=O)(=O)c1cccc2cnccc12,CNCCNS(=O)(=O)c1cccc2cnccc12
,0,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1
,0,,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1
,0,,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)C3C1CCC2O
,0,,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12
,0,,CC(=O)SCC[N+](C)(C)C,CC(=O)SCC[N+](C)(C)C
,0,,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC,CCCOC(=O)c1c(-c2ccccc2)nc(CC)c(C(=O)SCC)c1CCC
,0,,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O,CC(C)(Sc1ccc(CCN(CCCCC2CCCCC2)C(=O)NC2CCCCC2)cc1)C(=O)O
,0,,CSC(=N)N,CSC(=N)N
,0,,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1
,0,,CSc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,CSc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1
,0,,CSc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,CSc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1
,0,,CC(C)=CCCC(C)=CCCC(C)=CCSc1ccccc1C(=O)O,CC(C)=CCCC(C)=CCCC(C)=CCSc1ccccc1C(=O)O
,0,,N#CSc1ccc2oc(C3=NCCN3)cc2c1,N#CSc1ccc2oc(C3=NCCN3)cc2c1
,0,,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12
,0,,[N-]=[N+]=Nc1ccc(C(=O)CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc1,[N-]=[N+]=Nc1ccc(C(=O)CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc1
,0,,Nc1nc(SCc2ccc([N+](=O)[O-])cc2)c2ncn(C3OC(CO)C(O)C3O)c2n1,Nc1nc(SCc2ccc([N+](=O)[O-])cc2)c2ncn(C3OC(CO)C(O)C3O)c2n1
,0,,O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1,O=[N+]([O-])c1ccc(CSc2ncnc3c2ncn3C2OC(CO)C(O)C2O)cc1
,0,,CN=C(NC#N)NCCSCc1nc[nH]c1C,CN=C(NC#N)NCCSCc1nc[nH]c1C
,0,,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
,0,,CCCCCCCCCCCCCCSCC(=O)O,CCCCCCCCCCCCCCSCC(=O)O
,0,,CN(C)CCCCSC(=N)N,CN(C)CCCCSC(=N)N
,0,,NC(=O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F,NC(=O)COc1c(F)cc(SCCNS(=O)(=O)c2ccccc2)cc1F
,0,,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21
,0,,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCCOC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O,CCCn1c(=O)c2[nH]c(C3CCCC3)nc2n(CCCOC(=O)c2ccc(S(=O)(=O)F)cc2)c1=O
,0,,CC(=O)NC(C(=O)O)C(C)(C)SN=O,CC(=O)NC(C(=O)O)C(C)(C)SN=O
,0,,NC(CCC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(=O)O,NC(CCC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(=O)O
,0,,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1,Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)cc1NC(=O)c1cccc(NC(=O)Nc2cccc(C(=O)Nc3cc(C(=O)Nc4ccc(S(=O)(=O)O)c5cc(S(=O)(=O)O)cc(S(=O)(=O)O)c45)ccc3C)c2)c1
,0,,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c23)c1
,0,,Cc1nc(N=Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,Cc1nc(N=Nc2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O
,0,,Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(C)c1=O,Cn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(C)c1=O
,0,,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(CCC)c1=O,CCCn1c(=O)c2[nH]c(-c3ccc(S(=O)(=O)O)cc3)nc2n(CCC)c1=O
,0,,C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O,C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O
,0,,O=S(=O)(O)C1CCNCC1,O=S(=O)(O)C1CCNCC1
